,timestamp,value
193846,2025-06-08 00:00:04,10.9
193847,2025-06-08 00:00:05,0.0
193849,2025-06-08 00:00:08,266.3
193850,2025-06-08 00:00:14,70.1
193851,2025-06-08 00:00:25,96.1
193852,2025-06-08 00:00:29,27.6
193853,2025-06-08 00:00:32,0.0
193854,2025-06-08 00:00:33,18.9
193855,2025-06-08 00:00:35,59.2
193856,2025-06-08 00:00:38,64.6
193858,2025-06-08 00:00:40,24.4
193859,2025-06-08 00:00:44,72.1
193860,2025-06-08 00:00:45,31.2
193861,2025-06-08 00:00:46,73.5
193862,2025-06-08 00:00:49,48.7
193864,2025-06-08 00:00:53,80.1
193865,2025-06-08 00:00:54,0.0
193866,2025-06-08 00:00:55,44.0
193867,2025-06-08 00:01:00,92.0
193868,2025-06-08 00:01:05,91.821
193869,2025-06-08 00:01:21,46.6
193870,2025-06-08 00:01:27,61.9
193872,2025-06-08 00:01:30,82.5
193873,2025-06-08 00:01:31,31.1
193874,2025-06-08 00:01:33,5.5
193875,2025-06-08 00:01:35,0.4
193876,2025-06-08 00:01:37,67.4
193878,2025-06-08 00:01:40,4.5
193879,2025-06-08 00:01:43,91.2
193880,2025-06-08 00:01:44,0.0
193881,2025-06-08 00:01:51,98.7
193883,2025-06-08 00:01:55,53.5
193884,2025-06-08 00:02:03,90.6
193885,2025-06-08 00:02:04,4.5
193886,2025-06-08 00:02:07,34.5
193887,2025-06-08 00:02:11,18.7
193888,2025-06-08 00:02:14,27.2
193889,2025-06-08 00:02:15,0.0
193890,2025-06-08 00:02:17,94.5
193891,2025-06-08 00:02:20,44.7
193893,2025-06-08 00:02:28,61.3
193894,2025-06-08 00:02:29,77.4
193895,2025-06-08 00:02:32,30.8
193896,2025-06-08 00:02:35,39.5
193897,2025-06-08 00:02:37,52.7
193898,2025-06-08 00:02:38,4.9
193900,2025-06-08 00:02:41,6.1
193902,2025-06-08 00:02:44,77.4
193903,2025-06-08 00:02:45,72.9
193904,2025-06-08 00:02:49,62.2
193905,2025-06-08 00:02:50,75.2
193906,2025-06-08 00:02:57,78.0
193907,2025-06-08 00:02:59,81.8
193908,2025-06-08 00:03:01,64.9
193909,2025-06-08 00:03:03,21.5
193911,2025-06-08 00:03:05,5.7
193913,2025-06-08 00:03:10,92.1
193914,2025-06-08 00:03:11,67.1
193915,2025-06-08 00:03:20,46.7
193916,2025-06-08 00:03:22,30.4
193917,2025-06-08 00:03:27,40.0
193918,2025-06-08 00:03:30,3.7
193919,2025-06-08 00:03:35,78.3
193921,2025-06-08 00:03:41,96.0
193922,2025-06-08 00:03:42,22.7
193924,2025-06-08 00:03:46,0.0
193925,2025-06-08 00:03:47,21.4
193926,2025-06-08 00:03:49,0.0
193927,2025-06-08 00:03:52,99.8
193928,2025-06-08 00:03:57,68.1
193930,2025-06-08 00:04:03,52.5
193932,2025-06-08 00:04:14,70.0
193934,2025-06-08 00:04:21,30.4
193935,2025-06-08 00:04:22,63.2
193936,2025-06-08 00:04:23,20.5
193937,2025-06-08 00:04:24,0.0
193938,2025-06-08 00:04:25,55.2
193939,2025-06-08 00:04:29,61.3
193940,2025-06-08 00:04:32,55.7
193941,2025-06-08 00:04:36,52.3
193942,2025-06-08 00:04:37,57.1
193943,2025-06-08 00:04:40,0.0
193945,2025-06-08 00:04:44,0.0
193946,2025-06-08 00:04:52,2.9
193947,2025-06-08 00:04:53,3.4
193949,2025-06-08 00:04:57,62.6
193950,2025-06-08 00:05:08,72.2
193951,2025-06-08 00:05:17,14.1
193953,2025-06-08 00:05:27,57.8
193954,2025-06-08 00:05:28,72.1
193955,2025-06-08 00:05:31,0.0
193956,2025-06-08 00:05:33,32.4
193957,2025-06-08 00:05:34,78.1
193958,2025-06-08 00:05:35,21.2
193960,2025-06-08 00:05:37,5.1
193961,2025-06-08 00:05:39,49.0
193963,2025-06-08 00:05:50,26.5
193964,2025-06-08 00:05:52,83.4
193965,2025-06-08 00:05:54,12.7
193966,2025-06-08 00:05:55,81.9
193967,2025-06-08 00:05:56,73.5
193968,2025-06-08 00:06:03,96.1
193969,2025-06-08 00:06:07,20.8
193970,2025-06-08 00:06:09,12.7
193971,2025-06-08 00:06:10,55.9
193972,2025-06-08 00:06:13,57.4
193973,2025-06-08 00:06:19,58.4
193974,2025-06-08 00:06:20,71.2
193975,2025-06-08 00:06:21,98.1
193976,2025-06-08 00:06:23,15.3
193977,2025-06-08 00:06:25,75.8
193978,2025-06-08 00:06:26,98.1
193979,2025-06-08 00:06:28,67.0
193981,2025-06-08 00:06:47,18.4
193982,2025-06-08 00:06:48,0.0
193983,2025-06-08 00:06:52,55.0
193984,2025-06-08 00:06:55,53.1
193985,2025-06-08 00:06:59,5.1
193986,2025-06-08 00:07:00,81.1
193987,2025-06-08 00:07:03,2.1
193988,2025-06-08 00:07:16,97.3
193989,2025-06-08 00:07:17,57.2
193990,2025-06-08 00:07:18,0.0
193991,2025-06-08 00:07:24,20.2
193993,2025-06-08 00:07:27,76.4
193994,2025-06-08 00:07:28,99.5
193995,2025-06-08 00:07:29,26.3
193996,2025-06-08 00:07:32,95.9
193997,2025-06-08 00:07:37,87.3
193998,2025-06-08 00:07:39,76.2
193999,2025-06-08 00:07:40,2.7
194000,2025-06-08 00:07:41,49.0
194002,2025-06-08 00:08:02,91.7
194003,2025-06-08 00:08:04,0.0
194004,2025-06-08 00:08:06,34.4
194005,2025-06-08 00:08:10,3.7
194006,2025-06-08 00:08:17,5.2
194007,2025-06-08 00:08:19,0.0
194008,2025-06-08 00:08:23,49.4
194009,2025-06-08 00:08:26,73.5
194010,2025-06-08 00:08:33,49.6
194011,2025-06-08 00:08:43,0.6
194012,2025-06-08 00:08:45,46.1
194013,2025-06-08 00:08:47,39.8
194014,2025-06-08 00:08:52,79.9
194018,2025-06-08 00:09:11,1.0
194019,2025-06-08 00:09:12,18.0
194020,2025-06-08 00:09:17,64.1
194021,2025-06-08 00:09:33,29.5
194022,2025-06-08 00:09:36,87.4
194023,2025-06-08 00:09:37,18.7
194024,2025-06-08 00:09:39,39.6
194025,2025-06-08 00:09:40,42.4
194026,2025-06-08 00:09:43,6.8
194027,2025-06-08 00:09:49,80.7
194028,2025-06-08 00:09:50,81.6
194029,2025-06-08 00:09:52,71.2
194030,2025-06-08 00:09:55,15.5
194031,2025-06-08 00:09:58,85.7
194032,2025-06-08 00:10:13,67.9
194033,2025-06-08 00:10:16,17.9
194034,2025-06-08 00:10:20,72.4
194036,2025-06-08 00:10:26,17.0
194038,2025-06-08 00:10:37,26.9
194039,2025-06-08 00:10:42,81.4
194042,2025-06-08 00:11:01,0.0
194043,2025-06-08 00:11:05,67.2
194044,2025-06-08 00:11:07,25.2
194046,2025-06-08 00:11:11,71.94
194047,2025-06-08 00:11:12,0.0
194048,2025-06-08 00:11:15,61.4
194050,2025-06-08 00:11:18,42.5
194051,2025-06-08 00:11:21,35.6
194052,2025-06-08 00:11:22,46.9
194053,2025-06-08 00:11:27,81.0
194054,2025-06-08 00:11:28,94.8
194055,2025-06-08 00:11:30,57.8
194056,2025-06-08 00:11:36,89.9
194058,2025-06-08 00:11:38,72.0
194059,2025-06-08 00:11:39,69.5
194062,2025-06-08 00:11:49,40.3
194063,2025-06-08 00:11:50,31.1
194064,2025-06-08 00:11:51,59.2
194066,2025-06-08 00:11:56,60.0
194068,2025-06-08 00:12:02,16.4
194069,2025-06-08 00:12:03,58.7
194070,2025-06-08 00:12:08,12.8
194071,2025-06-08 00:12:09,70.1
194072,2025-06-08 00:12:12,95.8
194073,2025-06-08 00:12:15,50.3
194074,2025-06-08 00:12:23,0.0
194075,2025-06-08 00:12:29,1.7
194076,2025-06-08 00:12:31,91.8
194077,2025-06-08 00:12:33,47.1
194079,2025-06-08 00:12:37,11.3
194080,2025-06-08 00:12:39,49.7
194081,2025-06-08 00:12:40,90.4
194082,2025-06-08 00:12:44,7.236
194083,2025-06-08 00:12:45,35.5
194084,2025-06-08 00:12:47,95.3
194085,2025-06-08 00:12:51,99.6
194086,2025-06-08 00:12:56,87.2
194087,2025-06-08 00:13:01,81.6
194088,2025-06-08 00:13:02,37.7
194089,2025-06-08 00:13:04,0.0
194091,2025-06-08 00:13:07,19.9
194093,2025-06-08 00:13:11,37.5
194094,2025-06-08 00:13:13,32.7
194096,2025-06-08 00:13:29,99.3
194097,2025-06-08 00:13:30,14.2
194098,2025-06-08 00:13:32,60.1
194099,2025-06-08 00:13:33,78.5
194101,2025-06-08 00:13:38,24.4
194102,2025-06-08 00:13:43,66.4
