,timestamp,value
470096,2025-06-18 00:00:01,41.4
470098,2025-06-18 00:00:05,30.2
470099,2025-06-18 00:00:07,88.5
470101,2025-06-18 00:00:12,39.3
470102,2025-06-18 00:00:19,94.6
470103,2025-06-18 00:00:23,59.2
470104,2025-06-18 00:00:29,92.5
470105,2025-06-18 00:00:30,55.4
470106,2025-06-18 00:00:39,62.0
470107,2025-06-18 00:00:40,19.4
470109,2025-06-18 00:00:43,94.5
470110,2025-06-18 00:00:49,33.8
470111,2025-06-18 00:00:50,31.2
470112,2025-06-18 00:00:51,50.5
470113,2025-06-18 00:00:59,54.2
470114,2025-06-18 00:01:00,64.2
470115,2025-06-18 00:01:01,39.4
470117,2025-06-18 00:01:09,0.0
470118,2025-06-18 00:01:10,85.4
470120,2025-06-18 00:01:19,9.3
470121,2025-06-18 00:01:23,39.4
470122,2025-06-18 00:01:27,53.9
470124,2025-06-18 00:01:33,0.0
470125,2025-06-18 00:01:35,89.8
470131,2025-06-18 00:01:54,92.5
470132,2025-06-18 00:01:56,2.1
470134,2025-06-18 00:02:01,6623.8
470135,2025-06-18 00:02:04,0.0
470136,2025-06-18 00:02:09,0.1
470137,2025-06-18 00:02:11,23.8
470139,2025-06-18 00:02:23,27.3
470140,2025-06-18 00:02:26,2.2
470141,2025-06-18 00:02:29,2.4
470142,2025-06-18 00:02:33,80.1
470143,2025-06-18 00:02:34,81.2
470144,2025-06-18 00:02:35,37.4
470145,2025-06-18 00:02:41,0.0
470146,2025-06-18 00:02:42,51.6
470147,2025-06-18 00:02:43,67.6
470149,2025-06-18 00:02:48,82.8
470150,2025-06-18 00:02:53,0.0
470151,2025-06-18 00:02:55,0.0
470152,2025-06-18 00:02:58,18.5
470153,2025-06-18 00:02:59,54.1
470154,2025-06-18 00:03:01,15.7
470155,2025-06-18 00:03:08,53.2
470156,2025-06-18 00:03:09,80.1
470157,2025-06-18 00:03:11,50.5
470158,2025-06-18 00:03:12,8.3
470159,2025-06-18 00:03:18,73.0
470160,2025-06-18 00:03:19,0.0
470161,2025-06-18 00:03:20,54.2
470162,2025-06-18 00:03:27,35.3
470163,2025-06-18 00:03:30,6.7
470164,2025-06-18 00:03:34,0.0
470168,2025-06-18 00:03:47,7738.2
470169,2025-06-18 00:03:52,91.6
470170,2025-06-18 00:03:53,71.5
470171,2025-06-18 00:03:56,59.2
470172,2025-06-18 00:04:00,51.6
470173,2025-06-18 00:04:02,25.3
470174,2025-06-18 00:04:06,20.5
470175,2025-06-18 00:04:07,48.3
470176,2025-06-18 00:04:10,92.5
470177,2025-06-18 00:04:14,94.4
470178,2025-06-18 00:04:20,22.5
470179,2025-06-18 00:04:26,29.2
470180,2025-06-18 00:04:27,57.5
470182,2025-06-18 00:04:38,1.1
470183,2025-06-18 00:04:39,86.5
470184,2025-06-18 00:04:42,14.5
470185,2025-06-18 00:04:43,50.5
470186,2025-06-18 00:04:51,86.3
470187,2025-06-18 00:04:52,2.2
470188,2025-06-18 00:04:53,2.8
470189,2025-06-18 00:04:58,14.6
470190,2025-06-18 00:05:01,0.0
470191,2025-06-18 00:05:11,8.6
470193,2025-06-18 00:05:14,2.6
470194,2025-06-18 00:05:22,42.4
470196,2025-06-18 00:05:27,62.6
470197,2025-06-18 00:05:29,44.1
470198,2025-06-18 00:05:30,91.3
470199,2025-06-18 00:05:36,0.0
470200,2025-06-18 00:05:37,91.6
470202,2025-06-18 00:05:39,0.0
470203,2025-06-18 00:05:41,71.4
470204,2025-06-18 00:05:42,0.0
470205,2025-06-18 00:05:50,0.0
470206,2025-06-18 00:05:51,84.6
470207,2025-06-18 00:05:55,70.3
470208,2025-06-18 00:05:56,0.0
470209,2025-06-18 00:05:57,23.6
470210,2025-06-18 00:05:59,47.2
470211,2025-06-18 00:06:04,99.6
470212,2025-06-18 00:06:08,0.0
470213,2025-06-18 00:06:14,96.0
470214,2025-06-18 00:06:15,83.8
470215,2025-06-18 00:06:16,88.0
470216,2025-06-18 00:06:21,80.8
470217,2025-06-18 00:06:23,26.6
470218,2025-06-18 00:06:33,83.9
470219,2025-06-18 00:06:34,46.6
470220,2025-06-18 00:06:35,59.9
