,timestamp,value
0,2025-06-01 00:00:05,31.7
1,2025-06-01 00:00:06,56.1
2,2025-06-01 00:00:07,86.7
3,2025-06-01 00:00:08,44.5
4,2025-06-01 00:00:17,36.6
5,2025-06-01 00:00:28,53.9
7,2025-06-01 00:00:37,53.3
8,2025-06-01 00:00:39,90.4
9,2025-06-01 00:00:41,87.3
10,2025-06-01 00:00:45,80.9
11,2025-06-01 00:00:47,32.3
12,2025-06-01 00:00:58,21.7
13,2025-06-01 00:00:59,38.8
14,2025-06-01 00:01:00,29.8
15,2025-06-01 00:01:02,53.9
16,2025-06-01 00:01:04,68.8
17,2025-06-01 00:01:05,29.4
18,2025-06-01 00:01:07,29.4
19,2025-06-01 00:01:09,91.3
20,2025-06-01 00:01:15,4.6
21,2025-06-01 00:01:17,75.2
23,2025-06-01 00:01:20,96.5
26,2025-06-01 00:01:32,94.9
27,2025-06-01 00:01:35,0.0
28,2025-06-01 00:01:36,74.2
29,2025-06-01 00:01:38,76.2
30,2025-06-01 00:01:47,24.7
32,2025-06-01 00:01:52,12.1
33,2025-06-01 00:01:53,6.1
35,2025-06-01 00:01:56,45.7
36,2025-06-01 00:01:57,676.9
37,2025-06-01 00:01:58,51.1
38,2025-06-01 00:01:59,49.7
39,2025-06-01 00:02:00,98.7
40,2025-06-01 00:02:02,41.1
41,2025-06-01 00:02:04,15.3
42,2025-06-01 00:02:07,70.0
44,2025-06-01 00:02:10,0.0
45,2025-06-01 00:02:18,61.5
46,2025-06-01 00:02:25,53.9
47,2025-06-01 00:02:26,22.5
49,2025-06-01 00:02:30,72.7
50,2025-06-01 00:02:33,78.6
51,2025-06-01 00:02:38,2.4
53,2025-06-01 00:02:46,56.9
54,2025-06-01 00:02:47,74.3
55,2025-06-01 00:02:49,0.0
56,2025-06-01 00:02:51,14.9
57,2025-06-01 00:02:53,32.9
58,2025-06-01 00:02:55,0.0
59,2025-06-01 00:02:57,64.115
60,2025-06-01 00:03:01,0.0
61,2025-06-01 00:03:02,79.3
62,2025-06-01 00:03:04,57.4
63,2025-06-01 00:03:11,39.0
64,2025-06-01 00:03:13,81.1
65,2025-06-01 00:03:16,0.0
66,2025-06-01 00:03:22,42.6
68,2025-06-01 00:03:24,59.2
70,2025-06-01 00:03:27,0.5
71,2025-06-01 00:03:28,14.8
72,2025-06-01 00:03:30,89.8
74,2025-06-01 00:03:36,80.242
75,2025-06-01 00:03:37,35.2
76,2025-06-01 00:03:39,0.0
79,2025-06-01 00:03:43,11.0
80,2025-06-01 00:03:48,68.2
81,2025-06-01 00:03:55,96.6
82,2025-06-01 00:04:00,5.0
83,2025-06-01 00:04:04,22.9
86,2025-06-01 00:04:20,3.7
88,2025-06-01 00:04:29,75.9
89,2025-06-01 00:04:30,93.7
90,2025-06-01 00:04:39,90.3
91,2025-06-01 00:04:49,69.0
92,2025-06-01 00:04:50,40.3
93,2025-06-01 00:04:56,93.4
94,2025-06-01 00:04:58,82.7
95,2025-06-01 00:04:59,79.9
96,2025-06-01 00:05:05,89.5
98,2025-06-01 00:05:11,60.4
100,2025-06-01 00:05:14,81.5
101,2025-06-01 00:05:15,69.8
102,2025-06-01 00:05:17,61.7
103,2025-06-01 00:05:18,36.3
104,2025-06-01 00:05:20,83.9
105,2025-06-01 00:05:21,49.8
106,2025-06-01 00:05:23,78.9
107,2025-06-01 00:05:25,0.0
108,2025-06-01 00:05:27,35.1
109,2025-06-01 00:05:29,7.6
110,2025-06-01 00:05:34,44.2
111,2025-06-01 00:05:38,0.0
112,2025-06-01 00:05:39,83.3
114,2025-06-01 00:05:44,14.7
115,2025-06-01 00:05:50,0.0
116,2025-06-01 00:05:55,41.6
117,2025-06-01 00:05:56,50.4
118,2025-06-01 00:05:58,76.6
119,2025-06-01 00:06:00,55.1
120,2025-06-01 00:06:05,7.4
121,2025-06-01 00:06:07,5.2
124,2025-06-01 00:06:21,47.8
126,2025-06-01 00:06:30,85.5
127,2025-06-01 00:06:31,87.5
128,2025-06-01 00:06:32,0.6
129,2025-06-01 00:06:35,83.39
131,2025-06-01 00:06:41,74.9
132,2025-06-01 00:06:42,53.8
133,2025-06-01 00:06:44,45.7
134,2025-06-01 00:06:45,90.1
135,2025-06-01 00:06:47,11.2
137,2025-06-01 00:06:53,63.7
138,2025-06-01 00:06:55,77.1
139,2025-06-01 00:06:57,89.9
140,2025-06-01 00:07:01,38.3
141,2025-06-01 00:07:03,96.6
142,2025-06-01 00:07:04,7.5
143,2025-06-01 00:07:08,0.0
144,2025-06-01 00:07:09,0.0
145,2025-06-01 00:07:11,8.9
146,2025-06-01 00:07:12,59.0
148,2025-06-01 00:07:18,44.7
149,2025-06-01 00:07:20,17.2
150,2025-06-01 00:07:22,67.9
151,2025-06-01 00:07:24,65.0
152,2025-06-01 00:07:30,31.6
153,2025-06-01 00:07:32,0.3
155,2025-06-01 00:07:52,11.0
156,2025-06-01 00:07:53,76.7
157,2025-06-01 00:07:55,24.3
158,2025-06-01 00:07:58,0.0
159,2025-06-01 00:08:01,55.4
160,2025-06-01 00:08:04,73.4
162,2025-06-01 00:08:06,60.0
163,2025-06-01 00:08:08,0.0
165,2025-06-01 00:08:11,16.6
166,2025-06-01 00:08:12,0.0
168,2025-06-01 00:08:21,27.5
169,2025-06-01 00:08:22,0.8
171,2025-06-01 00:08:28,96.7
172,2025-06-01 00:08:36,71.8
173,2025-06-01 00:08:40,74.8
175,2025-06-01 00:08:46,30.1
176,2025-06-01 00:08:52,36.8
178,2025-06-01 00:09:04,55.7
179,2025-06-01 00:09:12,37.647
180,2025-06-01 00:09:13,66.9
182,2025-06-01 00:09:18,0.0
183,2025-06-01 00:09:19,38.7
184,2025-06-01 00:09:20,60.5
185,2025-06-01 00:09:21,72.4
187,2025-06-01 00:09:28,41.9
188,2025-06-01 00:09:32,49.9
189,2025-06-01 00:09:36,94.7
191,2025-06-01 00:09:41,15.3
192,2025-06-01 00:09:46,0.0
193,2025-06-01 00:09:51,26.5
194,2025-06-01 00:09:53,2868.9
195,2025-06-01 00:09:54,54.3
196,2025-06-01 00:09:57,0.0
197,2025-06-01 00:09:58,0.0
198,2025-06-01 00:09:59,28.3
199,2025-06-01 00:10:01,18.8
200,2025-06-01 00:10:07,9.0
201,2025-06-01 00:10:22,47.9
202,2025-06-01 00:10:23,29.9
203,2025-06-01 00:10:24,91.5
204,2025-06-01 00:10:26,0.0
205,2025-06-01 00:10:30,57.4
206,2025-06-01 00:10:31,50.7
207,2025-06-01 00:10:38,14.8
209,2025-06-01 00:10:45,31.5
210,2025-06-01 00:10:48,60.7
211,2025-06-01 00:10:49,9.9
212,2025-06-01 00:10:53,0.0
213,2025-06-01 00:10:55,56.4
214,2025-06-01 00:10:57,0.0
215,2025-06-01 00:11:01,52.2
216,2025-06-01 00:11:06,0.5
218,2025-06-01 00:11:12,19.1
220,2025-06-01 00:11:18,83.1
221,2025-06-01 00:11:21,86.9
222,2025-06-01 00:11:23,57.7
223,2025-06-01 00:11:25,19.8
224,2025-06-01 00:11:34,61.3
225,2025-06-01 00:11:35,43.7
226,2025-06-01 00:11:42,82.5
227,2025-06-01 00:11:49,49.4
228,2025-06-01 00:11:51,46.3
229,2025-06-01 00:11:52,13.143
230,2025-06-01 00:11:58,69.8
232,2025-06-01 00:12:05,41.5
233,2025-06-01 00:12:10,41.7
234,2025-06-01 00:12:11,52.1
235,2025-06-01 00:12:13,23.7
236,2025-06-01 00:12:17,65.5
238,2025-06-01 00:12:22,56.9
239,2025-06-01 00:12:27,14.6
240,2025-06-01 00:12:29,3.2
241,2025-06-01 00:12:31,45.2
242,2025-06-01 00:12:33,93.2
243,2025-06-01 00:12:34,34.9
244,2025-06-01 00:12:41,78.9
245,2025-06-01 00:12:42,57.9
246,2025-06-01 00:12:45,92.1
247,2025-06-01 00:12:48,51.9
248,2025-06-01 00:12:50,5.5
249,2025-06-01 00:12:55,41.3
250,2025-06-01 00:12:59,38.5
251,2025-06-01 00:13:00,96.8
252,2025-06-01 00:13:01,63.2
253,2025-06-01 00:13:04,96.7
254,2025-06-01 00:13:06,9.6
255,2025-06-01 00:13:08,20.887
256,2025-06-01 00:13:09,42.7
258,2025-06-01 00:13:11,78.0
259,2025-06-01 00:13:14,38.4
260,2025-06-01 00:13:17,5.9
261,2025-06-01 00:13:19,15.9
262,2025-06-01 00:13:20,63.2
264,2025-06-01 00:13:37,50.8
265,2025-06-01 00:13:39,4.5
267,2025-06-01 00:13:47,76.6
268,2025-06-01 00:13:48,0.0
269,2025-06-01 00:13:50,77.6
271,2025-06-01 00:13:55,56.7
272,2025-06-01 00:13:57,18.6
273,2025-06-01 00:13:58,32.0
275,2025-06-01 00:14:01,11.9
276,2025-06-01 00:14:02,65.9
277,2025-06-01 00:14:05,63.1
278,2025-06-01 00:14:07,0.0
280,2025-06-01 00:14:14,91.2
282,2025-06-01 00:14:20,88.5
283,2025-06-01 00:14:21,60.4
284,2025-06-01 00:14:22,11.0
285,2025-06-01 00:14:24,0.0
286,2025-06-01 00:14:25,5.5
287,2025-06-01 00:14:31,32.3
288,2025-06-01 00:14:33,25.0
289,2025-06-01 00:14:44,2.0
290,2025-06-01 00:14:49,0.0
291,2025-06-01 00:14:50,30.0
292,2025-06-01 00:14:51,34.9
293,2025-06-01 00:15:00,13.8
294,2025-06-01 00:15:01,18.1
295,2025-06-01 00:15:02,0.9
296,2025-06-01 00:15:05,87.3
297,2025-06-01 00:15:09,0.0
298,2025-06-01 00:15:16,50.8
299,2025-06-01 00:15:19,81.7
300,2025-06-01 00:15:20,63.2
301,2025-06-01 00:15:21,73.8
302,2025-06-01 00:15:24,17.0
305,2025-06-01 00:15:45,50.8
306,2025-06-01 00:15:48,92.2
307,2025-06-01 00:15:50,35.2
308,2025-06-01 00:15:51,73.5
310,2025-06-01 00:15:56,26.5
311,2025-06-01 00:15:58,0.0
312,2025-06-01 00:16:00,81.3
313,2025-06-01 00:16:02,80.4
314,2025-06-01 00:16:03,89.1
316,2025-06-01 00:16:06,82.4
317,2025-06-01 00:16:09,11.8
318,2025-06-01 00:16:18,85.0
319,2025-06-01 00:16:19,2.3
320,2025-06-01 00:16:20,50.8
322,2025-06-01 00:16:26,46.4
324,2025-06-01 00:16:28,60.4
326,2025-06-01 00:16:33,61.3
327,2025-06-01 00:16:34,92.7
328,2025-06-01 00:16:36,6.1
329,2025-06-01 00:16:37,86.2
330,2025-06-01 00:16:41,32.2
332,2025-06-01 00:16:46,6377.9
333,2025-06-01 00:16:49,27.9
334,2025-06-01 00:16:51,81.755
335,2025-06-01 00:16:53,72.4
336,2025-06-01 00:16:55,0.0
338,2025-06-01 00:17:01,77.9
339,2025-06-01 00:17:04,9.0
341,2025-06-01 00:17:10,0.0
343,2025-06-01 00:17:15,91.1
344,2025-06-01 00:17:16,63.7
345,2025-06-01 00:17:20,52.473
346,2025-06-01 00:17:23,16.2
347,2025-06-01 00:17:29,86.2
348,2025-06-01 00:17:30,3.3
349,2025-06-01 00:17:33,0.0
350,2025-06-01 00:17:34,55.5
351,2025-06-01 00:17:35,64.6
353,2025-06-01 00:17:41,8.1
354,2025-06-01 00:17:48,68.9
355,2025-06-01 00:17:50,58.8
356,2025-06-01 00:17:52,38.1
357,2025-06-01 00:18:01,60.8
358,2025-06-01 00:18:03,34.7
359,2025-06-01 00:18:06,36.6
360,2025-06-01 00:18:08,69.6
362,2025-06-01 00:18:15,39.5
363,2025-06-01 00:18:18,18.2
365,2025-06-01 00:18:20,80.5
366,2025-06-01 00:18:23,0.0
367,2025-06-01 00:18:25,42.1
368,2025-06-01 00:18:27,82.2
370,2025-06-01 00:18:32,15.9
372,2025-06-01 00:18:39,44.5
373,2025-06-01 00:18:46,86.9
374,2025-06-01 00:18:50,90.5
375,2025-06-01 00:18:52,11.1
376,2025-06-01 00:18:55,29.5
377,2025-06-01 00:18:56,0.0
379,2025-06-01 00:18:58,57.0
380,2025-06-01 00:19:00,89.4
381,2025-06-01 00:19:01,40.4
382,2025-06-01 00:19:05,68.2
384,2025-06-01 00:19:13,30.6
385,2025-06-01 00:19:14,0.0
387,2025-06-01 00:19:20,77.4
389,2025-06-01 00:19:22,68.0
391,2025-06-01 00:19:25,66.4
393,2025-06-01 00:19:31,74.0
395,2025-06-01 00:19:40,10.4
396,2025-06-01 00:19:41,94.0
397,2025-06-01 00:19:42,33.1
398,2025-06-01 00:19:43,3.8
399,2025-06-01 00:19:45,53.3
400,2025-06-01 00:19:52,18.6
401,2025-06-01 00:19:53,24.1
402,2025-06-01 00:19:55,0.0
403,2025-06-01 00:19:59,37.1
404,2025-06-01 00:20:02,51.0
405,2025-06-01 00:20:05,84.1
406,2025-06-01 00:20:10,36.7
407,2025-06-01 00:20:13,86.4
408,2025-06-01 00:20:20,0.1
409,2025-06-01 00:20:22,20.8
412,2025-06-01 00:20:31,55.3
413,2025-06-01 00:20:33,76.0
414,2025-06-01 00:20:37,0.0
415,2025-06-01 00:20:46,6.7
416,2025-06-01 00:20:52,0.0
417,2025-06-01 00:20:53,98.6
418,2025-06-01 00:20:55,59.2
419,2025-06-01 00:21:00,0.0
421,2025-06-01 00:21:06,59.2
422,2025-06-01 00:21:08,39.1
423,2025-06-01 00:21:16,16.8
424,2025-06-01 00:21:18,53.8
425,2025-06-01 00:21:19,47.4
426,2025-06-01 00:21:20,90.7
428,2025-06-01 00:21:22,13.7
429,2025-06-01 00:21:24,98.1
430,2025-06-01 00:21:26,82.7
431,2025-06-01 00:21:28,2.1
432,2025-06-01 00:21:29,62.1
434,2025-06-01 00:21:33,72.8
435,2025-06-01 00:21:35,4.6
436,2025-06-01 00:21:38,30.7
437,2025-06-01 00:21:41,69.2
439,2025-06-01 00:21:49,75.6
440,2025-06-01 00:21:56,61.4
441,2025-06-01 00:22:03,73.2
442,2025-06-01 00:22:07,26.2
444,2025-06-01 00:22:11,16.3
445,2025-06-01 00:22:12,36.1
446,2025-06-01 00:22:13,4.8
447,2025-06-01 00:22:15,22.8
448,2025-06-01 00:22:16,24.6
450,2025-06-01 00:22:22,1.7
451,2025-06-01 00:22:30,96.9
452,2025-06-01 00:22:32,23.3
453,2025-06-01 00:22:37,94.8
454,2025-06-01 00:22:38,76.0
456,2025-06-01 00:22:47,7.6
457,2025-06-01 00:22:49,0.0
458,2025-06-01 00:22:52,61.8
459,2025-06-01 00:22:54,0.0
461,2025-06-01 00:23:06,4.3
462,2025-06-01 00:23:07,79.7
463,2025-06-01 00:23:08,0.0
464,2025-06-01 00:23:09,13.0
465,2025-06-01 00:23:16,99.5
466,2025-06-01 00:23:17,9.8
467,2025-06-01 00:23:23,19.3
468,2025-06-01 00:23:36,64.5
469,2025-06-01 00:23:39,29.7
470,2025-06-01 00:23:41,34.9
472,2025-06-01 00:23:46,72.6
473,2025-06-01 00:23:47,52.4
474,2025-06-01 00:23:50,2.8
475,2025-06-01 00:24:01,72.1
476,2025-06-01 00:24:02,36.5
477,2025-06-01 00:24:04,0.0
479,2025-06-01 00:24:07,69.6
481,2025-06-01 00:24:16,24.6
482,2025-06-01 00:24:18,87.4
483,2025-06-01 00:24:22,70.7
484,2025-06-01 00:24:23,75.4
485,2025-06-01 00:24:24,87.0
486,2025-06-01 00:24:26,20.3
487,2025-06-01 00:24:29,97.7
488,2025-06-01 00:24:39,44.4
489,2025-06-01 00:24:44,71.2
490,2025-06-01 00:24:47,44.4
491,2025-06-01 00:24:53,32.6
492,2025-06-01 00:24:58,43.5
493,2025-06-01 00:24:59,71.5
494,2025-06-01 00:25:01,55.2
496,2025-06-01 00:25:04,56.9
498,2025-06-01 00:25:06,39.5
499,2025-06-01 00:25:07,67.4
500,2025-06-01 00:25:09,10.1
501,2025-06-01 00:25:11,24.8
502,2025-06-01 00:25:13,72.9
504,2025-06-01 00:25:18,94.5
505,2025-06-01 00:25:20,0.0
507,2025-06-01 00:25:29,41.3
508,2025-06-01 00:25:33,80.6
510,2025-06-01 00:25:44,4.174
512,2025-06-01 00:25:46,96.1
513,2025-06-01 00:25:53,11.9
515,2025-06-01 00:26:01,19.9
516,2025-06-01 00:26:04,91.0
518,2025-06-01 00:26:11,64.9
519,2025-06-01 00:26:17,57.2
520,2025-06-01 00:26:24,71.0
521,2025-06-01 00:26:28,71.3
522,2025-06-01 00:26:30,92.7
523,2025-06-01 00:26:32,51.7
524,2025-06-01 00:26:34,61.6
525,2025-06-01 00:26:40,55.9
526,2025-06-01 00:26:42,0.0
527,2025-06-01 00:26:43,46.7
528,2025-06-01 00:26:47,77.0
529,2025-06-01 00:26:55,10.0
530,2025-06-01 00:26:58,66.4
532,2025-06-01 00:27:12,0.0
533,2025-06-01 00:27:15,7.3
534,2025-06-01 00:27:17,85.2
535,2025-06-01 00:27:24,31.5
536,2025-06-01 00:27:32,20.0
537,2025-06-01 00:27:36,63.8
539,2025-06-01 00:27:40,0.0
540,2025-06-01 00:27:43,29.9
542,2025-06-01 00:27:49,0.0
543,2025-06-01 00:27:53,0.0
544,2025-06-01 00:27:54,52.5
545,2025-06-01 00:27:57,83.4
546,2025-06-01 00:27:58,78.2
547,2025-06-01 00:28:04,68.7
549,2025-06-01 00:28:16,87.1
550,2025-06-01 00:28:19,45.9
551,2025-06-01 00:28:22,95.5
552,2025-06-01 00:28:23,89.548
553,2025-06-01 00:28:24,71.9
554,2025-06-01 00:28:25,5.8
555,2025-06-01 00:28:28,78.8
556,2025-06-01 00:28:30,24.9
557,2025-06-01 00:28:40,21.3
558,2025-06-01 00:28:45,92.3
559,2025-06-01 00:28:47,69.8
560,2025-06-01 00:28:48,10.2
561,2025-06-01 00:28:49,65.7
562,2025-06-01 00:28:51,63.1
563,2025-06-01 00:29:01,53.0
564,2025-06-01 00:29:09,81.2
565,2025-06-01 00:29:14,60.2
566,2025-06-01 00:29:17,30.4
567,2025-06-01 00:29:19,56.1
568,2025-06-01 00:29:20,32.4
569,2025-06-01 00:29:22,67.5
570,2025-06-01 00:29:23,77.2
572,2025-06-01 00:29:30,2166.0
573,2025-06-01 00:29:33,14.8
574,2025-06-01 00:29:35,57.9
575,2025-06-01 00:29:36,59.5
576,2025-06-01 00:29:40,12.1
577,2025-06-01 00:29:41,58.5
578,2025-06-01 00:29:44,62.9
581,2025-06-01 00:29:48,4.7
582,2025-06-01 00:29:49,22.3
583,2025-06-01 00:29:51,30.3
585,2025-06-01 00:29:54,10.4
586,2025-06-01 00:29:57,48.159
587,2025-06-01 00:29:59,72.5
588,2025-06-01 00:30:00,2.2
589,2025-06-01 00:30:01,31.8
590,2025-06-01 00:30:03,73.9
591,2025-06-01 00:30:05,54.6
592,2025-06-01 00:30:06,68.987
593,2025-06-01 00:30:07,97.2
594,2025-06-01 00:30:20,6.2
597,2025-06-01 00:30:42,68.9
598,2025-06-01 00:30:44,0.0
600,2025-06-01 00:30:55,29.4
601,2025-06-01 00:30:56,43.4
603,2025-06-01 00:31:08,46.1
604,2025-06-01 00:31:14,46.5
605,2025-06-01 00:31:15,51.4
607,2025-06-01 00:31:23,0.0
608,2025-06-01 00:31:24,61.2
609,2025-06-01 00:31:26,56.6
610,2025-06-01 00:31:29,99.0
611,2025-06-01 00:31:34,61.1
612,2025-06-01 00:31:36,67.0
613,2025-06-01 00:31:37,0.6
614,2025-06-01 00:31:44,86.7
615,2025-06-01 00:31:50,27.3
616,2025-06-01 00:31:52,40.2
617,2025-06-01 00:31:55,41.1
618,2025-06-01 00:31:58,21.9
619,2025-06-01 00:32:05,59.4
620,2025-06-01 00:32:06,85.5
621,2025-06-01 00:32:07,33.6
622,2025-06-01 00:32:15,79.8
623,2025-06-01 00:32:21,74.8
624,2025-06-01 00:32:23,31.4
625,2025-06-01 00:32:28,0.0
626,2025-06-01 00:32:29,92.0
627,2025-06-01 00:32:35,0.0
628,2025-06-01 00:32:36,40.2
629,2025-06-01 00:32:38,69.4
630,2025-06-01 00:32:39,65.2
631,2025-06-01 00:32:44,90.1
632,2025-06-01 00:32:50,83.4
633,2025-06-01 00:32:52,5.2
635,2025-06-01 00:33:03,43.3
636,2025-06-01 00:33:05,68.8
637,2025-06-01 00:33:09,98.1
638,2025-06-01 00:33:12,8.1
639,2025-06-01 00:33:13,0.0
640,2025-06-01 00:33:14,50.9
641,2025-06-01 00:33:18,56.3
642,2025-06-01 00:33:19,31.3
643,2025-06-01 00:33:21,12.8
646,2025-06-01 00:33:39,34.7
648,2025-06-01 00:33:44,73.8
649,2025-06-01 00:33:47,0.0
650,2025-06-01 00:33:48,87.4
651,2025-06-01 00:33:53,99.252
653,2025-06-01 00:33:59,9.2
654,2025-06-01 00:34:01,32.2
655,2025-06-01 00:34:04,0.0
657,2025-06-01 00:34:12,0.0
659,2025-06-01 00:34:16,3.1
660,2025-06-01 00:34:19,29.4
661,2025-06-01 00:34:23,79.5
662,2025-06-01 00:34:25,68.7
663,2025-06-01 00:34:28,30.2
664,2025-06-01 00:34:31,97.2
665,2025-06-01 00:34:34,62.3
666,2025-06-01 00:34:37,53.9
667,2025-06-01 00:34:38,78.0
668,2025-06-01 00:34:39,41.5
669,2025-06-01 00:34:40,46.4
671,2025-06-01 00:34:46,45.3
672,2025-06-01 00:34:49,35.4
673,2025-06-01 00:34:52,85.2
674,2025-06-01 00:34:53,83.7
675,2025-06-01 00:34:57,74.2
676,2025-06-01 00:34:59,11.1
677,2025-06-01 00:35:00,75.4
678,2025-06-01 00:35:08,55.3
679,2025-06-01 00:35:09,15.4
680,2025-06-01 00:35:13,89.7
682,2025-06-01 00:35:20,14.8
683,2025-06-01 00:35:21,26.2
684,2025-06-01 00:35:22,20.4
686,2025-06-01 00:35:25,0.0
687,2025-06-01 00:35:26,84.4
688,2025-06-01 00:35:28,0.0
689,2025-06-01 00:35:31,64.6
690,2025-06-01 00:35:32,11.1
691,2025-06-01 00:35:40,5.548
692,2025-06-01 00:35:42,51.9
694,2025-06-01 00:35:45,22.3
697,2025-06-01 00:35:48,80.4
698,2025-06-01 00:35:49,60.2
700,2025-06-01 00:36:03,78.6
701,2025-06-01 00:36:07,85.2
702,2025-06-01 00:36:10,67.4
703,2025-06-01 00:36:11,97.2
704,2025-06-01 00:36:15,39.9
705,2025-06-01 00:36:18,8.3
707,2025-06-01 00:36:20,74.3
708,2025-06-01 00:36:22,97.6
710,2025-06-01 00:36:32,27.2
711,2025-06-01 00:36:35,35.4
713,2025-06-01 00:36:40,19.0
714,2025-06-01 00:36:41,36.1
715,2025-06-01 00:36:42,24.0
716,2025-06-01 00:36:48,38.7
717,2025-06-01 00:36:55,93.1
718,2025-06-01 00:36:56,78.1
719,2025-06-01 00:36:57,93.1
720,2025-06-01 00:36:59,97.6
721,2025-06-01 00:37:02,19.0
722,2025-06-01 00:37:12,99.6
723,2025-06-01 00:37:14,47.2
724,2025-06-01 00:37:26,0.0
725,2025-06-01 00:37:27,20.6
726,2025-06-01 00:37:34,60.2
729,2025-06-01 00:37:37,32.6
730,2025-06-01 00:37:40,76.4
731,2025-06-01 00:37:41,61.1
732,2025-06-01 00:37:42,42.1
733,2025-06-01 00:37:44,57.0
735,2025-06-01 00:37:46,2.5
736,2025-06-01 00:37:51,78.8
737,2025-06-01 00:38:01,12.1
739,2025-06-01 00:38:10,0.0
740,2025-06-01 00:38:15,74.2
741,2025-06-01 00:38:18,42.3
742,2025-06-01 00:38:21,22.4
743,2025-06-01 00:38:22,50.7
744,2025-06-01 00:38:23,147.6
745,2025-06-01 00:38:24,0.0
746,2025-06-01 00:38:25,7.9
748,2025-06-01 00:38:29,54.7
749,2025-06-01 00:38:33,29.0
750,2025-06-01 00:38:35,94.0
751,2025-06-01 00:38:36,0.0
752,2025-06-01 00:38:37,76.9
753,2025-06-01 00:38:40,6.8
754,2025-06-01 00:38:45,10.4
755,2025-06-01 00:38:47,18.0
756,2025-06-01 00:38:48,9814.9
757,2025-06-01 00:38:53,87.0
759,2025-06-01 00:39:00,99.6
760,2025-06-01 00:39:02,22.9
761,2025-06-01 00:39:11,57.3
762,2025-06-01 00:39:14,28.2
763,2025-06-01 00:39:16,87.1
764,2025-06-01 00:39:17,8.1
765,2025-06-01 00:39:18,83.1
766,2025-06-01 00:39:24,49.3
768,2025-06-01 00:39:30,47.6
769,2025-06-01 00:39:31,65.1
770,2025-06-01 00:39:35,78.8
771,2025-06-01 00:39:39,38.8
772,2025-06-01 00:39:45,52.3
773,2025-06-01 00:39:48,15.9
774,2025-06-01 00:39:49,46.1
775,2025-06-01 00:39:50,71.3
776,2025-06-01 00:39:51,36.2
777,2025-06-01 00:39:54,0.0
778,2025-06-01 00:39:55,50.7
779,2025-06-01 00:39:56,41.1
780,2025-06-01 00:39:57,47.0
781,2025-06-01 00:40:03,16.3
782,2025-06-01 00:40:06,0.0
783,2025-06-01 00:40:07,47.6
785,2025-06-01 00:40:09,4.0
786,2025-06-01 00:40:10,50.985
787,2025-06-01 00:40:15,4.6
788,2025-06-01 00:40:18,76.3
789,2025-06-01 00:40:19,67.7
791,2025-06-01 00:40:25,33.7
792,2025-06-01 00:40:26,0.0
793,2025-06-01 00:40:27,81.1
794,2025-06-01 00:40:30,0.0
796,2025-06-01 00:40:37,89.0
797,2025-06-01 00:40:43,0.0
798,2025-06-01 00:40:47,98.6
800,2025-06-01 00:40:55,0.0
801,2025-06-01 00:40:56,95.9
802,2025-06-01 00:40:59,32.4
803,2025-06-01 00:41:01,4.4
804,2025-06-01 00:41:07,61.6
805,2025-06-01 00:41:08,54.5
806,2025-06-01 00:41:12,35.1
807,2025-06-01 00:41:15,30.7
808,2025-06-01 00:41:19,83.3
809,2025-06-01 00:41:20,29.7
810,2025-06-01 00:41:29,65.1
811,2025-06-01 00:41:33,1.8
812,2025-06-01 00:41:34,65.4
813,2025-06-01 00:41:39,32.2
814,2025-06-01 00:41:40,52.9
815,2025-06-01 00:41:43,3.5
816,2025-06-01 00:41:51,4167.0
817,2025-06-01 00:41:54,96.4
818,2025-06-01 00:41:55,11.3
820,2025-06-01 00:42:06,34.4
821,2025-06-01 00:42:09,40.9
822,2025-06-01 00:42:18,76.1
823,2025-06-01 00:42:22,20.0
824,2025-06-01 00:42:27,90.8
826,2025-06-01 00:42:33,21.6
827,2025-06-01 00:42:35,10.5
829,2025-06-01 00:42:39,57.2
830,2025-06-01 00:42:41,25.7
832,2025-06-01 00:42:45,840.1
833,2025-06-01 00:42:47,28.5
834,2025-06-01 00:42:48,6078.8
836,2025-06-01 00:42:50,18.7
837,2025-06-01 00:42:53,0.0
838,2025-06-01 00:42:56,60.4
839,2025-06-01 00:42:58,1.4
840,2025-06-01 00:42:59,67.5
842,2025-06-01 00:43:07,26.0
843,2025-06-01 00:43:09,40.7
844,2025-06-01 00:43:11,49.2
845,2025-06-01 00:43:12,99.7
846,2025-06-01 00:43:13,6.7
847,2025-06-01 00:43:15,38.1
848,2025-06-01 00:43:16,7740.1
849,2025-06-01 00:43:17,45.4
850,2025-06-01 00:43:18,0.0
851,2025-06-01 00:43:20,46.8
852,2025-06-01 00:43:24,46.9
854,2025-06-01 00:43:35,58.2
855,2025-06-01 00:43:45,29.3
856,2025-06-01 00:43:50,13.1
857,2025-06-01 00:43:55,3154.2
859,2025-06-01 00:43:57,12.6
860,2025-06-01 00:44:00,4.1
861,2025-06-01 00:44:02,62.3
862,2025-06-01 00:44:05,31.2
863,2025-06-01 00:44:07,9.2
865,2025-06-01 00:44:09,35.1
866,2025-06-01 00:44:12,69.0
867,2025-06-01 00:44:14,28.9
868,2025-06-01 00:44:18,123.1
869,2025-06-01 00:44:19,66.8
870,2025-06-01 00:44:21,37.9
871,2025-06-01 00:44:28,88.4
872,2025-06-01 00:44:31,82.0
873,2025-06-01 00:44:33,85.1
874,2025-06-01 00:44:36,41.3
876,2025-06-01 00:44:40,13.7
877,2025-06-01 00:44:43,61.3
