,timestamp,value
83257,2025-06-04 00:00:03,52.3
83258,2025-06-04 00:00:04,52.7
83259,2025-06-04 00:00:08,93.8
83260,2025-06-04 00:00:13,98.5
83263,2025-06-04 00:00:23,75.6
83264,2025-06-04 00:00:26,47.5
83265,2025-06-04 00:00:27,0.0
83266,2025-06-04 00:00:30,94.3
83267,2025-06-04 00:00:31,96.4
83269,2025-06-04 00:00:39,45.3
83270,2025-06-04 00:00:46,60.5
83271,2025-06-04 00:00:50,31.8
83272,2025-06-04 00:00:53,67.5
83274,2025-06-04 00:01:00,76.2
83275,2025-06-04 00:01:01,26.5
83276,2025-06-04 00:01:04,20.2
83277,2025-06-04 00:01:05,43.3
83278,2025-06-04 00:01:07,0.0
83279,2025-06-04 00:01:08,20.6
83280,2025-06-04 00:01:09,52.0
83281,2025-06-04 00:01:10,78.7
83282,2025-06-04 00:01:15,73.0
83283,2025-06-04 00:01:16,1.393
83284,2025-06-04 00:01:19,35.0
83286,2025-06-04 00:01:22,63.1
83287,2025-06-04 00:01:26,91.8
83288,2025-06-04 00:01:27,55.5
83289,2025-06-04 00:01:30,94.4
83290,2025-06-04 00:01:35,42.7
83291,2025-06-04 00:01:36,20.8
83292,2025-06-04 00:01:44,41.8
83293,2025-06-04 00:01:45,0.0
83294,2025-06-04 00:01:46,47.5
83295,2025-06-04 00:01:49,0.0
83298,2025-06-04 00:01:54,0.0
83299,2025-06-04 00:01:55,60.4
83300,2025-06-04 00:01:57,60.7
83301,2025-06-04 00:02:01,46.7
83304,2025-06-04 00:02:08,99.8
83305,2025-06-04 00:02:13,12.7
83307,2025-06-04 00:02:18,38.8
83308,2025-06-04 00:02:21,21.5
83309,2025-06-04 00:02:23,2.6
83310,2025-06-04 00:02:28,5.2
83311,2025-06-04 00:02:31,59.8
83312,2025-06-04 00:02:43,95.4
83313,2025-06-04 00:02:50,62.1
83314,2025-06-04 00:02:57,0.0
83315,2025-06-04 00:02:59,64.7
83316,2025-06-04 00:03:04,78.4
83317,2025-06-04 00:03:09,98.9
83318,2025-06-04 00:03:12,59.4
83319,2025-06-04 00:03:19,33.8
83320,2025-06-04 00:03:20,7.2
83321,2025-06-04 00:03:22,65.0
83322,2025-06-04 00:03:25,59.426
83323,2025-06-04 00:03:28,9.5
83324,2025-06-04 00:03:31,0.0
83325,2025-06-04 00:03:32,6.8
83326,2025-06-04 00:03:35,2.0
83327,2025-06-04 00:03:41,45.9
83328,2025-06-04 00:03:43,60.3
83329,2025-06-04 00:03:44,0.0
83330,2025-06-04 00:03:49,13.5
83331,2025-06-04 00:03:50,0.0
83332,2025-06-04 00:03:52,77.6
83333,2025-06-04 00:03:56,18.6
83334,2025-06-04 00:04:02,91.3
83336,2025-06-04 00:04:05,15.6
83339,2025-06-04 00:04:28,0.0
83340,2025-06-04 00:04:30,84.8
83341,2025-06-04 00:04:32,52.7
83342,2025-06-04 00:04:34,92.6
83344,2025-06-04 00:04:37,13.8
83345,2025-06-04 00:04:44,0.0
83346,2025-06-04 00:04:48,45.6
83347,2025-06-04 00:04:49,97.5
83348,2025-06-04 00:04:51,31.5
83349,2025-06-04 00:04:54,30.5
83350,2025-06-04 00:04:56,36.4
83351,2025-06-04 00:04:59,9867.3
83352,2025-06-04 00:05:10,30.3
83353,2025-06-04 00:05:19,0.0
83354,2025-06-04 00:05:25,35.9
83355,2025-06-04 00:05:34,10.1
83356,2025-06-04 00:05:35,0.0
83358,2025-06-04 00:05:37,67.9
83359,2025-06-04 00:05:38,67.1
83360,2025-06-04 00:05:40,92.3
83361,2025-06-04 00:05:41,31.2
83362,2025-06-04 00:05:42,87.2
83363,2025-06-04 00:05:43,37.5
83364,2025-06-04 00:05:44,21.9
83365,2025-06-04 00:05:45,6.2
83366,2025-06-04 00:05:50,56.8
83367,2025-06-04 00:05:53,0.0
83368,2025-06-04 00:05:54,7.8
83369,2025-06-04 00:05:56,59.6
83370,2025-06-04 00:05:57,13.2
83371,2025-06-04 00:06:02,75.6
83372,2025-06-04 00:06:04,0.0
83373,2025-06-04 00:06:07,64.0
83374,2025-06-04 00:06:10,16.4
83375,2025-06-04 00:06:11,68.1
83377,2025-06-04 00:06:16,51.4
83378,2025-06-04 00:06:23,45.9
83379,2025-06-04 00:06:24,54.5
83380,2025-06-04 00:06:25,22.1
83381,2025-06-04 00:06:29,78.6
83382,2025-06-04 00:06:32,0.0
83383,2025-06-04 00:06:35,78.7
83384,2025-06-04 00:06:36,52.8
83385,2025-06-04 00:06:40,60.1
83386,2025-06-04 00:06:41,12.0
83387,2025-06-04 00:06:47,96.5
83388,2025-06-04 00:06:50,27.9
83389,2025-06-04 00:06:52,44.3
83390,2025-06-04 00:06:56,81.6
83391,2025-06-04 00:06:58,3.4
83392,2025-06-04 00:06:59,45.9
83393,2025-06-04 00:07:04,29.2
83394,2025-06-04 00:07:05,921845.7
83395,2025-06-04 00:07:07,16.4
83396,2025-06-04 00:07:15,98.5
83397,2025-06-04 00:07:16,65.6
83398,2025-06-04 00:07:17,20.1
83399,2025-06-04 00:07:18,47.8
83400,2025-06-04 00:07:19,96.8
83401,2025-06-04 00:07:25,37.6
83402,2025-06-04 00:07:26,18.0
83403,2025-06-04 00:07:27,41.1
83404,2025-06-04 00:07:29,26.0
83405,2025-06-04 00:07:37,54.6
83407,2025-06-04 00:07:43,29.9
83408,2025-06-04 00:07:51,66.2
83409,2025-06-04 00:07:55,41.2
83410,2025-06-04 00:07:59,0.0
83411,2025-06-04 00:08:00,39.1
83412,2025-06-04 00:08:02,69.7
83415,2025-06-04 00:08:07,1.4
83416,2025-06-04 00:08:09,61.9
83417,2025-06-04 00:08:10,71.9
83418,2025-06-04 00:08:13,50.4
83419,2025-06-04 00:08:16,0.0
83421,2025-06-04 00:08:23,31.6
83422,2025-06-04 00:08:25,61.4
83423,2025-06-04 00:08:27,75.0
83424,2025-06-04 00:08:28,89.0
83426,2025-06-04 00:08:35,23.1
83427,2025-06-04 00:08:36,4.5
83428,2025-06-04 00:08:39,21.5
83429,2025-06-04 00:08:46,49.8
83430,2025-06-04 00:08:48,9996.8
83432,2025-06-04 00:08:56,53.6
83433,2025-06-04 00:08:58,1.6
83434,2025-06-04 00:09:01,86.0
83435,2025-06-04 00:09:03,14.8
83436,2025-06-04 00:09:06,80.0
83437,2025-06-04 00:09:08,38.7
83438,2025-06-04 00:09:17,0.0
83439,2025-06-04 00:09:19,80.5
83440,2025-06-04 00:09:21,50.7
83441,2025-06-04 00:09:27,57.9
83442,2025-06-04 00:09:30,45.0
83443,2025-06-04 00:09:31,51.6
83444,2025-06-04 00:09:39,96.6
83445,2025-06-04 00:09:41,0.0
83446,2025-06-04 00:09:45,77.335
83447,2025-06-04 00:09:46,31.7
83448,2025-06-04 00:09:51,72.7
83449,2025-06-04 00:09:55,0.0
83450,2025-06-04 00:10:06,32.4
83451,2025-06-04 00:10:07,30.0
83452,2025-06-04 00:10:08,14.2
83453,2025-06-04 00:10:13,23.4
83454,2025-06-04 00:10:15,10.4
83456,2025-06-04 00:10:26,5.1
83458,2025-06-04 00:10:40,67.0
83459,2025-06-04 00:10:41,69.4
83460,2025-06-04 00:10:42,96.3
