,timestamp,value
304289,2025-06-12 00:00:00,94.5
304290,2025-06-12 00:00:03,38.5
304291,2025-06-12 00:00:04,15.8
304293,2025-06-12 00:00:11,80.2
304294,2025-06-12 00:00:13,58.9
304295,2025-06-12 00:00:14,3.0
304296,2025-06-12 00:00:17,99.6
304297,2025-06-12 00:00:18,37.4
304298,2025-06-12 00:00:22,68.3
304299,2025-06-12 00:00:39,61.6
304301,2025-06-12 00:00:46,18.7
304302,2025-06-12 00:00:54,88.8
304303,2025-06-12 00:00:58,12.2
304304,2025-06-12 00:01:02,24.0
304305,2025-06-12 00:01:05,19.2
304306,2025-06-12 00:01:07,65.4
304307,2025-06-12 00:01:11,0.0
304308,2025-06-12 00:01:13,84.9
304309,2025-06-12 00:01:19,69.7
304310,2025-06-12 00:01:20,35.4
304312,2025-06-12 00:01:26,54.0
304313,2025-06-12 00:01:30,63.7
304314,2025-06-12 00:01:32,47.2
304316,2025-06-12 00:01:37,77.7
304317,2025-06-12 00:01:39,0.0
304319,2025-06-12 00:01:42,2.0
304321,2025-06-12 00:01:48,0.0
304322,2025-06-12 00:01:53,18.5
304323,2025-06-12 00:01:55,0.0
304324,2025-06-12 00:01:56,0.0
304325,2025-06-12 00:02:04,18.6
304326,2025-06-12 00:02:05,81.0
304327,2025-06-12 00:02:07,72.1
304328,2025-06-12 00:02:08,84.8
304329,2025-06-12 00:02:10,13.0
304330,2025-06-12 00:02:19,70.8
304331,2025-06-12 00:02:20,0.0
304334,2025-06-12 00:02:28,0.0
304335,2025-06-12 00:02:31,13.0
304336,2025-06-12 00:02:32,28.0
304337,2025-06-12 00:02:34,76.6
304338,2025-06-12 00:02:36,6169.0
304339,2025-06-12 00:02:39,7.5
304340,2025-06-12 00:02:43,13.0
304341,2025-06-12 00:02:47,29.4
304343,2025-06-12 00:02:51,80.8
304344,2025-06-12 00:02:54,42.4
304345,2025-06-12 00:02:58,96.2
304346,2025-06-12 00:03:00,15.8
304347,2025-06-12 00:03:01,0.0
304348,2025-06-12 00:03:06,61.7
304350,2025-06-12 00:03:11,47.6
304351,2025-06-12 00:03:14,40.9
304352,2025-06-12 00:03:21,35.7
304353,2025-06-12 00:03:23,0.0
304354,2025-06-12 00:03:25,64.0
304356,2025-06-12 00:03:28,24.9
304358,2025-06-12 00:03:30,11.0
304359,2025-06-12 00:03:33,99.0
304360,2025-06-12 00:03:36,9.4
304361,2025-06-12 00:03:37,72.7
304362,2025-06-12 00:03:38,67.5
304363,2025-06-12 00:03:39,98.5
