,timestamp,value
359783,2025-06-14 00:00:00,0.0
359784,2025-06-14 00:00:03,0.9
359786,2025-06-14 00:00:07,49.79
359787,2025-06-14 00:00:16,29.7
359788,2025-06-14 00:00:17,56.5
359790,2025-06-14 00:00:23,62.4
359791,2025-06-14 00:00:24,71.4
359792,2025-06-14 00:00:25,53.7
359793,2025-06-14 00:00:26,45.2
359795,2025-06-14 00:00:46,18.3
359796,2025-06-14 00:00:51,56.1
359797,2025-06-14 00:00:55,0.0
359798,2025-06-14 00:00:56,0.0
359799,2025-06-14 00:00:57,0.0
359800,2025-06-14 00:00:58,83.6
359801,2025-06-14 00:01:02,13.2
359802,2025-06-14 00:01:07,40.5
359803,2025-06-14 00:01:11,2.2
359805,2025-06-14 00:01:16,0.0
359806,2025-06-14 00:01:18,71.8
359807,2025-06-14 00:01:26,63.1
359808,2025-06-14 00:01:28,48.8
359809,2025-06-14 00:01:29,54.5
359810,2025-06-14 00:01:30,55.6
359811,2025-06-14 00:01:32,92.2
359813,2025-06-14 00:01:35,87.8
359814,2025-06-14 00:01:44,30.6
359815,2025-06-14 00:01:48,14.3
359816,2025-06-14 00:01:54,20.6
359818,2025-06-14 00:01:58,4.1
359819,2025-06-14 00:02:02,70.4
359820,2025-06-14 00:02:03,93.2
359822,2025-06-14 00:02:11,24.3
359824,2025-06-14 00:02:20,91.8
359825,2025-06-14 00:02:23,0.8
359826,2025-06-14 00:02:25,50.6
359827,2025-06-14 00:02:28,54.7
359828,2025-06-14 00:02:29,78.3
359831,2025-06-14 00:02:40,90.1
359832,2025-06-14 00:02:43,13.1
359833,2025-06-14 00:02:44,0.0
359836,2025-06-14 00:03:01,66.3
359837,2025-06-14 00:03:02,40.9
359838,2025-06-14 00:03:07,9.1
359840,2025-06-14 00:03:09,75.0
359841,2025-06-14 00:03:18,0.0
359842,2025-06-14 00:03:20,95.0
359843,2025-06-14 00:03:24,14.2
359846,2025-06-14 00:03:34,83.7
359847,2025-06-14 00:03:36,45.0
359848,2025-06-14 00:03:41,35.5
359849,2025-06-14 00:03:43,64.4
359850,2025-06-14 00:03:44,0.2
359851,2025-06-14 00:03:47,15.4
359852,2025-06-14 00:03:48,0.0
359853,2025-06-14 00:03:49,56.0
359854,2025-06-14 00:03:50,18.2
359855,2025-06-14 00:03:51,0.0
359857,2025-06-14 00:03:57,52.3
359859,2025-06-14 00:04:01,35.5
359860,2025-06-14 00:04:02,18.5
359861,2025-06-14 00:04:05,13.6
359862,2025-06-14 00:04:08,47.2
359863,2025-06-14 00:04:11,38.1
359866,2025-06-14 00:04:19,0.0
359867,2025-06-14 00:04:21,49.4
359869,2025-06-14 00:04:27,0.0
359870,2025-06-14 00:04:35,0.0
359871,2025-06-14 00:04:48,23.6
359872,2025-06-14 00:04:50,97.8
359873,2025-06-14 00:04:56,7.1
359875,2025-06-14 00:05:04,50.9
359876,2025-06-14 00:05:05,16.4
359878,2025-06-14 00:05:11,13.2
359880,2025-06-14 00:05:25,0.0
359881,2025-06-14 00:05:36,70.5
359882,2025-06-14 00:05:39,75.0
359883,2025-06-14 00:05:43,96.6
359884,2025-06-14 00:05:44,30.4
359885,2025-06-14 00:05:47,89.0
359886,2025-06-14 00:05:54,98.4
359887,2025-06-14 00:05:57,61.5
359889,2025-06-14 00:06:00,65.0
359890,2025-06-14 00:06:01,82.6
359891,2025-06-14 00:06:04,67.1
359892,2025-06-14 00:06:06,35.1
359893,2025-06-14 00:06:09,48.0
359894,2025-06-14 00:06:13,0.0
359895,2025-06-14 00:06:15,34.9
359897,2025-06-14 00:06:20,0.0
359898,2025-06-14 00:06:21,0.0
359900,2025-06-14 00:06:26,31.7
359901,2025-06-14 00:06:27,73.0
359902,2025-06-14 00:06:30,0.0
359903,2025-06-14 00:06:31,70.3
359904,2025-06-14 00:06:41,8388.6
359905,2025-06-14 00:06:45,78.2
359906,2025-06-14 00:06:46,63.7
359909,2025-06-14 00:06:59,70.8
359910,2025-06-14 00:07:00,2.5
359912,2025-06-14 00:07:05,19.1
359913,2025-06-14 00:07:11,33.5
359914,2025-06-14 00:07:12,33.1
359915,2025-06-14 00:07:19,87.5
359916,2025-06-14 00:07:26,22.8
359917,2025-06-14 00:07:27,80.1
359918,2025-06-14 00:07:30,89.4
359921,2025-06-14 00:07:35,65.1
359922,2025-06-14 00:07:36,56.2
359924,2025-06-14 00:07:39,0.0
359925,2025-06-14 00:07:45,0.0
359926,2025-06-14 00:07:48,21.4
359927,2025-06-14 00:07:52,46.1
359928,2025-06-14 00:07:57,53.6
359929,2025-06-14 00:08:01,34.4
359930,2025-06-14 00:08:02,52.1
359931,2025-06-14 00:08:06,0.0
359932,2025-06-14 00:08:10,48.6
359934,2025-06-14 00:08:13,90.1
359935,2025-06-14 00:08:19,18.3
359937,2025-06-14 00:08:25,63.7
359938,2025-06-14 00:08:26,49.0
359939,2025-06-14 00:08:27,59.2
359940,2025-06-14 00:08:35,5.3
359941,2025-06-14 00:08:37,67.5
359942,2025-06-14 00:08:39,51.2
359943,2025-06-14 00:08:43,46.3
359944,2025-06-14 00:08:46,68.9
359945,2025-06-14 00:08:48,40.0
359947,2025-06-14 00:08:51,4161.3
359949,2025-06-14 00:08:54,12.1
359950,2025-06-14 00:08:55,0.0
359951,2025-06-14 00:08:57,90.793
359952,2025-06-14 00:09:02,0.0
359953,2025-06-14 00:09:12,2.1
359954,2025-06-14 00:09:13,93.7
359955,2025-06-14 00:09:19,23.5
359956,2025-06-14 00:09:27,83.6
359958,2025-06-14 00:09:31,80.264
359959,2025-06-14 00:09:32,84.5
359960,2025-06-14 00:09:33,1.6
359962,2025-06-14 00:09:48,92.4
359963,2025-06-14 00:09:49,72.3
359964,2025-06-14 00:09:55,38.7
359965,2025-06-14 00:09:57,46.6
359966,2025-06-14 00:09:58,0.0
359967,2025-06-14 00:10:02,11.9
359968,2025-06-14 00:10:08,0.0
359969,2025-06-14 00:10:14,55.4
359970,2025-06-14 00:10:15,20.0
359971,2025-06-14 00:10:18,20.5
359972,2025-06-14 00:10:22,18.3
359973,2025-06-14 00:10:24,17.6
359974,2025-06-14 00:10:25,89.3
359975,2025-06-14 00:10:32,45.2
359976,2025-06-14 00:10:33,20.3
359977,2025-06-14 00:10:36,76.3
359978,2025-06-14 00:10:37,77.3
359979,2025-06-14 00:10:44,97.9
359980,2025-06-14 00:10:45,0.0
359982,2025-06-14 00:10:48,0.0
359984,2025-06-14 00:10:51,9.0
359985,2025-06-14 00:10:54,85.7
359986,2025-06-14 00:10:55,73.4
359987,2025-06-14 00:10:56,41.1
359988,2025-06-14 00:10:57,94.3
359989,2025-06-14 00:11:05,91.3
359990,2025-06-14 00:11:07,52.0
359991,2025-06-14 00:11:10,0.0
359992,2025-06-14 00:11:17,53.2
359994,2025-06-14 00:11:26,30.3
359995,2025-06-14 00:11:29,10.4
359997,2025-06-14 00:11:35,70.7
359998,2025-06-14 00:11:40,35.4
359999,2025-06-14 00:11:44,15.3
360000,2025-06-14 00:11:45,77.9
360001,2025-06-14 00:11:46,87.0
360002,2025-06-14 00:11:48,93.4
360003,2025-06-14 00:11:49,0.0
360004,2025-06-14 00:11:55,21.3
360005,2025-06-14 00:11:57,56.7
360006,2025-06-14 00:11:58,85.1
360007,2025-06-14 00:11:59,83.8
360008,2025-06-14 00:12:00,12.6
360009,2025-06-14 00:12:04,13.0
360010,2025-06-14 00:12:05,1.1
360012,2025-06-14 00:12:10,52.6
360014,2025-06-14 00:12:19,33.7
360015,2025-06-14 00:12:26,9.1
360016,2025-06-14 00:12:30,70.9
360017,2025-06-14 00:12:35,17.7
360018,2025-06-14 00:12:36,18.1
360019,2025-06-14 00:12:38,6.2
360020,2025-06-14 00:12:39,14.6
360021,2025-06-14 00:12:41,36.3
360022,2025-06-14 00:12:43,63.0
360023,2025-06-14 00:12:46,67.1
360025,2025-06-14 00:12:57,55.2
360027,2025-06-14 00:13:03,49.9
360029,2025-06-14 00:13:07,19.3
360030,2025-06-14 00:13:18,26.9
360031,2025-06-14 00:13:25,34.2
360032,2025-06-14 00:13:31,65.0
360033,2025-06-14 00:13:33,61.9
360034,2025-06-14 00:13:35,66.1
360035,2025-06-14 00:13:36,78.7
360036,2025-06-14 00:13:38,66.5
360037,2025-06-14 00:13:41,50.5
360038,2025-06-14 00:13:43,19.1
360039,2025-06-14 00:13:44,21.9
360040,2025-06-14 00:13:47,61.3
360041,2025-06-14 00:13:50,13.8
360042,2025-06-14 00:13:53,0.0
360043,2025-06-14 00:13:56,15.6
360044,2025-06-14 00:14:03,55.0
360046,2025-06-14 00:14:11,72.6
360047,2025-06-14 00:14:13,95.0
360049,2025-06-14 00:14:29,84.1
360050,2025-06-14 00:14:30,71.3
360051,2025-06-14 00:14:32,80.2
360053,2025-06-14 00:14:35,2.111
360054,2025-06-14 00:14:39,1.6
360055,2025-06-14 00:14:40,69.8
360056,2025-06-14 00:14:42,68.4
360057,2025-06-14 00:14:43,81.5
360058,2025-06-14 00:14:47,46.7
360059,2025-06-14 00:14:48,0.0
360060,2025-06-14 00:14:50,97.8
360062,2025-06-14 00:14:53,59.7
360063,2025-06-14 00:15:00,45.9
360064,2025-06-14 00:15:06,90.8
360065,2025-06-14 00:15:07,51.571
360066,2025-06-14 00:15:08,83.1
360067,2025-06-14 00:15:09,18.1
360068,2025-06-14 00:15:10,15.7
360069,2025-06-14 00:15:21,67.2
360070,2025-06-14 00:15:22,56.9
360071,2025-06-14 00:15:24,30.0
360072,2025-06-14 00:15:25,81.1
360073,2025-06-14 00:15:27,8.9
360075,2025-06-14 00:15:36,21.2
360076,2025-06-14 00:15:45,0.0
360077,2025-06-14 00:15:47,73.8
360078,2025-06-14 00:15:48,53.3
360079,2025-06-14 00:15:51,7.3
360080,2025-06-14 00:15:53,32.6
360081,2025-06-14 00:15:54,8.4
360082,2025-06-14 00:15:59,36.3
